District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Female_ST,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
356,JHARKHAND,Lohardaga,461790,232629,229161,259707,149568,110139,131920,99780,80840,4449,36263,112378,95012,16770,51,33,15,235987,82873,84920,63545,38503,21987,13847,976,306651,188323,494974,298844,100340,62244,362
357,JHARKHAND,Purbi Singhbhum,2293919,1176902,1117017,1507699,856526,651173,327934,112059,209802,21438,493868,1550178,203999,30172,38544,892,1670,465367,202047,346644,369670,278853,162210,157688,25048,1542160,525916,2068076,1292595,632314,368148,862
358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,621706,402857,88631,133585,380976,19911,178703,1683169,238295,6164,734,188,284,5681,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1966945,1244572,425668,268387,1242
359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,164669,103693,142729,9205,57752,473049,69808,47653,120,128,16,133525,109491,121529,88787,46142,23885,13956,1017,404807,349277,754084,484084,152720,89870,304
360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,596113,417136,60972,242460,172385,16150,223641,1397227,281247,17137,1312,71,1676,34154,253962,322344,255576,173378,99945,79898,6512,1191615,613774,1805389,1107452,396466,230033,544
361,JHARKHAND,Ramgarh,949443,494230,455213,596497,350031,246466,99265,90770,46815,8336,166204,774251,129037,7260,5093,69,537,32378,115199,138748,134324,101381,70249,47207,5397,612505,292062,904567,594747,230525,123794,377
362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,288952,193402,303084,23106,105187,1044726,106865,86404,234,267,162,78622,229157,229259,149009,69525,38383,25593,2697,743623,601078,1344701,799323,324226,196164,1729
363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,120454,106008,135667,11547,73409,550560,164406,4419,520,118,783,68564,131150,132014,85745,40613,22995,14802,1578,428897,366012,794909,480895,189889,116810,3448
364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,521434,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,361522,547583,495515,370847,247237,195181,28424,2246309,613855,2860164,1742293,725938,409166,36856
365,JHARKHAND,Khunti,531885,266335,265550,284575,164741,119834,195916,166290,49448,9245,35001,138863,13122,136438,69,245,148,241292,64029,89730,89924,48591,20689,10130,537,323630,177856,501486,327152,125649,78736,348
366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,354240,321272,97918,12771,55547,309563,51429,202449,221,531,23,457468,136719,242580,182260,82114,45613,23742,2913,715941,322119,1038060,643579,225871,155452,311
367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,212861,158019,90232,8011,32383,201524,15103,306601,51,753,114,73930,82317,130068,97580,47836,24842,13674,1197,397514,191341,588855,357859,143560,97817,342
368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,439273,288288,510347,244172,267475,24825,158391,423937,38103,87587,946,389,52,945864,290007,461276,202752,79516,35824,10743,574,1080692,279016,1359708,960987,353305,187635,411
369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,365332,247661,187493,116731,142966,10251,160103,709016,63588,8113,1114,187,72,280469,134506,259984,177763,106348,49944,29840,1443,759828,228943,988771,634975,265892,161542,2647
370,ORISSA,Bargarh,1481255,749161,732094,983783,557217,426566,140593,216413,360650,48145,136884,1459065,7527,11744,652,161,125,44,205253,310784,247014,147217,58840,49238,8133,1026479,442733,1469212,787033,410005,282422,1795
371,ORISSA,Jharsuguda,579505,296690,282815,405879,228092,177787,88485,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,69122,101541,103622,70928,32909,22010,7932,408064,143508,551572,320156,159477,98555,1317
372,ORISSA,Sambalpur,1041099,526877,514222,703691,393192,310499,177696,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,133005,185289,171876,108455,50705,45828,13071,708229,282248,990477,565700,286575,186726,2098
373,ORISSA,Debagarh,312520,158230,154290,197819,112649,85170,55274,42660,82490,8087,32198,296001,704,14518,53,102,7,409,47615,58231,54088,27415,13420,9041,1729,211539,108811,320350,176062,81789,53989,680
374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,535493,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,208100,350349,335380,243386,120373,94710,36590,1388888,660465,2049353,1188918,573238,324436,6845
375,ORISSA,Kendujhar,1801733,906487,895246,1052518,605119,447399,412951,198044,310075,21314,237081,1752694,27752,9141,2177,209,131,7372,214518,287402,289350,158035,70059,57762,13918,1091044,700661,1791705,1038890,472908,282751,7184
376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,749089,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,283489,390037,385216,214921,92060,72847,17415,1455985,1094844,2550829,1449729,650135,414076,5798
377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,137930,288818,358214,28736,256939,2197709,94254,6434,237,111,201,18345,342192,470502,416510,267354,112392,105962,27493,1742405,628627,2371032,1303828,622575,390611,3515
378,ORISSA,Bhadrak,1506337,760260,746077,1094140,596269,497871,15067,155956,151377,14451,146815,1398543,104202,745,169,81,111,61,210736,391081,297270,177013,71815,67536,17449,1232900,323145,1556045,848660,393629,260486,3562
379,ORISSA,Kendrapara,1440361,717814,722547,1089265,579970,509295,4736,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,218444,357621,298557,203472,76449,75926,12507,1242976,294723,1537699,771284,374559,290894,3624
380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,481049,407978,3636,111320,110323,16357,165649,1086140,46929,1604,206,74,58,63,151737,251767,251332,185671,72703,70602,14001,997813,209984,1207797,577896,317148,238753,3174
381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,46308,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,289414,545514,513039,328319,159456,181601,45279,2062622,472182,2534804,1372301,743090,499895,9184
382,ORISSA,Jajapur,1827192,926034,901158,1290455,706396,584059,75384,120881,186021,20938,224394,1725595,93642,1623,470,58,100,3073,261077,433653,330016,223657,96963,87623,19271,1452260,460953,1913213,1010147,479392,332706,4947
383,ORISSA,Dhenkanal,1192811,612593,580218,829910,464093,365817,81178,71230,163636,17312,183355,1185542,4805,727,124,366,39,139,188872,238599,193395,132002,53162,43064,10903,859997,341887,1201884,641697,326233,222398,2483
384,ORISSA,Anugul,1273821,655718,618103,869456,494425,375031,89623,107607,172414,35069,211430,1258684,7512,3383,812,226,36,971,180523,265782,204235,129226,58029,45588,16602,899985,347851,1247836,708493,347521,213517,4290
385,ORISSA,Nayagarh,962789,502636,460153,688362,392333,296029,29518,83022,120129,17557,122925,955754,5278,383,107,33,24,12,174904,227102,177180,90089,36951,33148,5685,745059,232558,977617,502136,262086,196994,1573
386,ORISSA,Khordha,2251673,1167137,1084536,1749936,957515,792421,55957,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,276378,445785,436534,295099,177974,247498,66645,1945913,371244,2317157,1199521,653346,391701,7105
387,ORISSA,Puri,1698730,865380,833350,1291939,704857,587082,2889,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,251520,413605,364098,179086,84374,87000,15511,1395194,309790,1704984,888134,477430,328666,4500
388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,59756,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,518072,767140,508511,297490,121151,97147,31266,2340777,1055331,3396108,1980232,924756,613249,10794
389,ORISSA,Gajapati,577817,282882,294935,262537,153663,108874,161812,65062,153199,5370,70302,353160,1556,219482,53,2180,66,4,68405,76419,54787,36977,17084,12556,1882,268110,335821,603931,345387,144043,85072,3315
390,ORISSA,Kandhamal,733110,359945,373165,399786,233900,165886,202314,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,108606,145604,108773,48856,21351,14962,2462,450614,287948,738562,436625,177471,117777,1237
391,ORISSA,Baudh,441162,221625,219537,271612,158648,112964,28002,63657,104685,11674,39441,438152,1007,522,24,5,11,7,74205,98316,67549,30799,12500,8124,1683,293176,146392,439568,253467,111571,75046,1078
392,ORISSA,Subarnapur,610183,311312,298871,398421,230393,168028,28398,74005,139413,18756,54487,605225,1566,2374,58,46,17,6,86120,139994,105846,65368,25556,16745,4881,444510,167244,611754,341561,153760,113450,1412
393,ORISSA,Balangir,1648997,830097,818900,927260,545672,381588,174675,166565,326416,28650,198970,1618175,7811,16271,565,467,2225,141,240180,298288,226728,116297,54694,42401,6810,985398,721389,1706787,904026,430011,310876,4084
394,ORISSA,Nuapada,610382,301962,308420,299383,180903,118480,105858,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,64389,114394,73787,51886,19577,10131,4316,338480,316086,654566,344075,152681,112325,1301
395,ORISSA,Kalahandi,1576869,787101,789768,802036,484177,317859,228285,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,213426,225468,172905,94044,40383,27385,6840,780451,765368,1545819,880160,415778,275533,5398
396,ORISSA,Rayagada,967911,471960,495951,407735,241959,165776,282865,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,84956,97387,73210,46001,21439,17681,6306,346980,583140,930120,577569,245766,140825,3751
397,ORISSA,Nabarangapur,1220946,604812,616134,470379,286984,183395,346145,173086,328783,14409,94628,1178005,6753,32152,169,189,325,54,116468,155611,95988,44522,16463,11198,2282,442532,739190,1181722,745206,297552,171761,6427
398,ORISSA,Koraput,1379647,678809,700838,568090,340843,227247,360210,207194,290626,14416,181170,1294151,8850,68550,518,219,491,3384,158847,158653,98266,60589,32257,29000,10200,547812,770707,1318519,818578,348803,207206,5060
399,ORISSA,Malkangiri,613192,303624,309568,244706,147001,97705,182897,151260,106353,7725,45328,600219,1871,10039,213,43,195,35,60913,64683,44962,19031,8487,5585,1202,204863,390356,595219,381913,146355,83284,1640
400,CHHATTISGARH,Koriya,658917,334737,324180,397823,229923,167900,151621,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,15474,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,399581,165022,94073,241
401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,694686,493255,647829,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,48295,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1441436,561915,355077,1458
402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,280656,214759,267647,226866,197558,7553,55383,629509,15336,189588,474,467,694,14835,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,488965,214455,148100,149
403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,542756,408883,255136,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,281
404,CHHATTISGARH,Korba,1206640,612915,593725,748759,433391,315368,247236,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,15649,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,729708,309479,166959,494
405,CHHATTISGARH,Janjgir - Champa,1619707,815717,803990,1019634,593679,425955,94010,281266,402359,15828,147013,1597089,14173,2926,635,556,707,2220,257020,241692,241761,152183,127543,58712,7630,1086541,587734,1674275,975114,383172,260898,523
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,250297,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999
407,CHHATTISGARH,Kabeerdham,822526,412058,410468,414167,248503,165664,84446,167662,185850,3046,47598,776013,12206,980,924,433,1167,30222,126806,123840,84147,37650,28074,16671,1679,418867,376852,795719,515971,198517,107854,184
408,CHHATTISGARH,Rajnandgaon,1537133,762855,774278,1008379,561355,447024,207162,342116,290108,10847,157021,1399658,23648,5193,3761,28541,8187,67444,263447,287436,267653,105149,82141,51698,5340,1062864,467554,1530418,898915,404418,233068,732
409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1284612,1018766,201408,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,2143
410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,241175,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,11234
411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,364089,273874,142557,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,375
412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,303924,242909,105575,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,206
413,CHHATTISGARH,Uttar Bastar Kanker,748941,373338,375603,456042,258298,197744,210836,194018,129142,7811,58388,627460,6040,4007,552,2213,1071,105869,135206,124893,100674,47002,43956,21410,1658,474799,243039,717838,437598,197603,113450,290
414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,382335,268528,474939,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,864272,358157,189569,1201
415,CHHATTISGARH,Narayanpur,139820,70104,69716,56621,33449,23172,54643,44389,13820,939,11941,129161,776,600,96,71,409,8542,16980,16034,9513,4158,4488,2216,268,53657,78331,131988,91338,33956,14367,159
416,CHHATTISGARH,Dakshin Bastar Dantewada,533638,264142,269496,191237,116529,74708,210524,165389,69385,2310,49511,513915,6437,4888,457,352,1044,6071,40079,39023,27720,16665,16905,11197,1372,152961,336963,489924,334987,140188,58170,293
417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,54076,32843,102670,66504,49859,1399,16763,245151,1617,2709,68,1649,15,3793,25597,22787,14170,7192,6755,3421,147,80069,163278,243347,167348,63802,23927,153
418,MADHYA PRADESH,Sheopur,687861,361784,326077,328025,208201,119824,78811,106745,115261,4166,51283,638702,41396,230,6387,201,379,40,90911,70840,43009,37072,24732,17091,1497,285152,393141,678293,449974,155063,82416,408
419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,747652,432033,8083,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,92,288979,285682,228234,170254,115790,71005,8265,1168209,706917,1875126,1254302,452484,257704,1480
420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,676513,418404,2848,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,202629,261162,199044,140743,96011,50222,8059,957870,388473,1346343,1040736,399676,258588,4005
421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,803114,554096,34429,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,1218319,519728,291451,2538
422,MADHYA PRADESH,Datia,786754,420157,366597,491445,303815,187630,7191,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,132176,131372,88949,73398,48978,34853,4262,513988,260076,774064,473097,195131,118186,340
423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,900846,573242,327604,110691,383340,220440,13079,142422,1648749,51200,1117,7151,3421,12171,72,261087,214162,125117,84684,58509,44812,6218,794589,719547,1514136,1106084,389652,227989,2325
424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,747940,459353,288587,32934,305859,223852,15622,109985,1383475,44143,588,251,109,15569,39,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,898323,343824,201875,1144
425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,572010,371023,35516,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,270951,236054,160310,112961,77787,59704,7837,925604,770268,1695872,1112636,394060,252417,3262
426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,332140,220419,83182,135445,198847,12201,85505,974748,35214,418,186,37,4734,218,171707,134936,99251,70359,47903,29795,3052,557003,427997,985000,635347,235035,144827,1311
427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,1545719,908607,637112,107165,203600,378560,140458,283417,2198297,103480,5580,4146,991,62992,168,347752,426916,297079,214137,137899,116753,14346,1554882,711804,2266686,1470688,569166,335432,3172
428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,445737,301978,81486,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,197917,217296,150040,95032,64414,41158,5260,771117,469038,1240155,768929,312593,181403,1294
429,MADHYA PRADESH,Satna,2228935,1157495,1071440,1371781,801051,570730,156809,227967,371584,46056,265742,2158623,59471,2228,1163,364,3135,1689,338947,334635,309536,197373,148091,105499,16052,1450133,715509,2165642,1365647,535086,326049,2153
430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,1441757,845572,596185,150289,258321,463506,50878,219241,2268838,85414,1964,832,986,655,232,344362,330131,312931,206274,180635,122371,11438,1508142,766166,2274308,1460075,540235,362228,2568
431,MADHYA PRADESH,Umaria,644758,330674,314084,356672,210907,145765,148699,65369,145690,8767,69865,620515,15966,667,190,70,220,6028,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,403030,158140,82984,604
432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,307889,200945,34703,175602,136330,4020,102730,741288,67324,1508,1110,224,14165,115,137656,127167,83189,69134,53465,42343,6119,519073,289113,808186,476995,217403,131227,442
433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,502898,331693,16069,281465,266350,8556,123352,1192588,125548,1120,849,242,19029,77,244891,217234,149219,109751,77219,52546,4956,855816,467002,1322818,781000,346861,211815,735
434,MADHYA PRADESH,Ratlam,1455069,738241,716828,825880,485090,340790,203575,218692,305946,11928,154414,1267043,151071,3996,1353,175,29353,123,224715,194131,129392,111461,86507,67192,5868,819266,622153,1441419,876905,363858,213560,746
435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1240990,730817,510173,23805,289013,302003,19678,286748,1718204,233133,4659,3241,945,24622,211,286534,280030,178295,159263,119586,111290,13282,1148280,659279,1807559,1156749,508302,320502,1311
436,MADHYA PRADESH,Shajapur,1512681,780520,732161,894612,543509,351103,18420,287924,303157,8809,117981,1321003,174724,815,631,179,13755,66,271215,239081,141225,111366,75967,48671,3391,890916,544791,1435707,901161,369741,240768,1011
437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,550716,374653,133527,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,242508,225380,149522,125772,94403,55383,4991,897959,565365,1463324,943954,388648,230280,833
438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,638479,438859,608195,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,262090,244058,164576,134279,99882,66721,6543,978149,1021851,2000000,1377326,533243,273050,2174
439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1289631,1019499,104992,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,720,428413,472233,384611,362209,300076,382658,36326,2366526,718174,3084700,1877270,894464,493096,11867
440,MADHYA PRADESH,Khargone (West Nimar),1873046,953121,919925,986234,575428,410806,363342,307085,425712,11524,149798,1725441,135085,2075,2896,284,6028,89,287410,256930,152267,114246,89581,64150,5291,969875,932619,1902494,1166866,450248,254570,1362
441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,313642,236284,479963,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,157337,137116,74067,59100,42649,30754,2581,503604,825034,1328638,923665,302833,158594,789
442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,804245,488797,315448,26274,285095,330820,12123,117565,1433879,106928,1243,460,121,1599,50,239738,174381,103464,96386,72316,51499,4799,742583,706958,1449541,935230,363218,246447,919
443,MADHYA PRADESH,Vidisha,1458875,769568,689307,862918,512344,350574,32610,168615,228308,12408,141071,1287391,149548,1313,914,295,18490,70,242021,214603,123650,104007,65581,59814,6780,816456,512311,1328767,919239,335690,203005,941
444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,920314,740376,33463,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,229082,303171,287198,211371,178165,266618,30845,1506450,462581,1969031,1405814,625594,330291,9362
445,MADHYA PRADESH,Sehore,1311332,683743,627589,780362,469208,311154,71121,201307,227026,9917,147837,1163607,137980,1404,640,357,6232,66,193885,179388,136284,120687,77541,50655,6755,765195,508396,1273591,817608,305605,187611,508
446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,479093,341127,99379,138725,228151,17316,133646,1195235,120331,1725,2262,253,10637,190,237981,210402,144108,117908,69419,48384,4607,832809,444877,1277686,832939,316319,181524,815
447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,529783,409986,333852,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,239114,232532,176325,140402,105696,82761,5876,982706,603098,1585804,938819,392728,242592,1223
448,MADHYA PRADESH,Harda,570465,294838,275627,352550,203807,148743,78232,68019,101256,6459,55245,527462,38640,683,676,93,1573,55,90059,87733,60757,46556,31939,27126,3469,347639,177731,525370,347774,138882,83417,392
449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,469199,341445,96259,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,107,159703,183156,145076,119682,89589,84769,9279,791254,344492,1135746,730768,318232,191501,849
450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,460583,330190,157900,112812,223902,31261,175899,1240650,37232,3158,1167,157,5342,2643,198447,207366,161727,112242,80935,53578,6658,820953,465374,1286327,778414,326582,185857,1189
451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,980307,776161,185316,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,21010,267932,352284,313910,268333,222987,235072,24872,1685390,540029,2225419,1387369,679185,391903,4832
452,MADHYA PRADESH,Narsimhapur,1091854,568810,523044,718785,413491,305294,71752,113866,257865,10594,95493,1038628,39048,914,997,262,8125,2873,160765,180070,128758,109996,82020,52763,5802,720174,356987,1077161,620415,289560,180831,1048
453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,222759,155955,230090,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,103002,113875,84065,49277,31104,15179,1674,398176,295655,693831,419531,181841,102522,630
454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,348033,256929,310610,148931,318909,9453,82356,849518,16558,12450,436,297,1789,170533,156711,170994,115632,82166,58066,35476,4587,623632,376944,1000576,614794,278553,160510,1048
455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,731294,562904,383993,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,284113,336391,225747,215098,167946,112383,12141,1353819,663446,2017265,1232263,535316,321977,1366
456,MADHYA PRADESH,Seoni,1379131,695879,683252,864194,485341,378853,261735,173665,376404,11957,122408,1145052,79739,1857,360,7288,4982,135315,223650,241327,151636,116124,84398,55984,6427,879546,458811,1338357,809922,363037,205237,935
457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,626468,521155,196047,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,290699,312640,235251,168635,126308,74213,7414,1215160,493415,1708575,969773,453605,276799,1521
458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,400537,253443,92613,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,52,197902,157141,84560,79924,50724,42147,6451,618849,578034,1196883,793150,285176,162104,1089
459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,290304,178805,39625,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,148647,117053,62802,51499,29551,22791,3466,435809,359525,795334,535410,194772,114131,758
460,MADHYA PRADESH,Shahdol,1066063,540021,526042,604194,348761,255433,239061,95795,258991,14329,123942,997073,42426,2372,912,268,1737,19448,161972,154282,128427,80402,60915,46513,5352,637863,422736,1060599,645619,269145,150655,644
461,MADHYA PRADESH,Anuppur,749237,379114,370123,436595,254120,182475,180566,115448,130376,7051,93596,686524,21473,2132,606,86,1653,35434,113208,115716,93450,58536,42743,31646,3066,458365,271733,730098,444954,193520,109813,950
462,MADHYA PRADESH,Sidhi,1127033,575912,551121,600785,353030,247755,154112,102644,262030,15654,81432,1077545,34419,511,128,92,93,12556,185550,168224,129344,80312,60845,33067,3896,661238,477472,1138710,721531,253685,150959,858
463,MADHYA PRADESH,Singrauli,1178273,613637,564636,585054,359923,225131,187861,147732,228472,8856,114379,1118998,46574,2332,1422,338,182,6139,189929,150446,103971,61089,42434,30597,7449,585915,517447,1103362,771725,267189,138276,1083
464,MADHYA PRADESH,Jhabua,1025048,515023,510025,352081,214582,137499,445459,329175,115649,5132,65165,960925,15733,38423,141,65,8871,388,98308,79781,40466,38236,28990,20240,1973,307994,775664,1083658,684200,220769,119681,398
465,MADHYA PRADESH,Alirajpur,728999,362542,366457,209754,120905,88849,326796,256393,73693,4066,32645,705060,17660,4600,65,36,780,271,43866,44457,22410,18213,15358,10040,1028,155372,658684,814056,488848,155328,84149,674
466,MADHYA PRADESH,Khandwa (East Nimar),1310061,674329,635732,731615,432259,299356,224255,179337,306623,9852,117164,1182330,116277,2800,1726,1425,3856,158,203486,201537,115166,77010,56847,42771,4970,701787,551824,1253611,809091,313456,186928,586
467,MADHYA PRADESH,Burhanpur,757847,388504,369343,408679,233073,175606,113675,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,99,107547,119468,69765,57058,42618,28237,4761,429454,317962,747416,469838,181605,106034,370
468,GUJARAT,Kachchh,2092371,1096737,995634,1252319,739239,513080,11403,105876,183971,10802,475579,1608921,442355,6192,6353,490,25312,98,246956,469402,141345,157284,61366,60386,14062,1150801,581952,1732753,1278604,524052,286086,3629
469,GUJARAT,Banas Kantha,3120506,1610379,1510127,1704923,1048402,656521,139800,475585,350541,11812,410662,2890305,213505,1686,486,281,12659,83,366867,859436,159433,226765,105372,66950,14451,1799274,1207376,3006650,1984701,738412,394793,2600
470,GUJARAT,Patan,1343734,694397,649337,837913,494631,343282,6468,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66,168990,364667,78731,129584,57494,46355,11111,856932,452891,1309823,786357,341381,213465,2531
471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,847499,655146,4513,189760,242969,10282,369053,1885732,136431,1954,1082,146,7087,88,260278,467128,183468,266108,139208,130723,27391,1474304,434497,1908801,1119451,554432,357578,3603
472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,918625,660109,269625,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,52,214062,597667,211423,333650,198963,110817,24745,1691327,665058,2356385,1393131,630963,400905,3590
473,GUJARAT,Gandhinagar,1391753,723864,667889,1030494,582686,447808,8493,104147,129356,8600,292873,1319586,57273,3237,1985,497,6405,82,136131,363156,133594,196456,95730,108400,16088,1049555,246993,1296548,769329,391862,224886,5676
474,GUJARAT,Ahmadabad,7214225,3788051,3426174,5435760,3025463,2410297,42032,142670,268954,54876,2128452,6042416,883238,50754,14542,4518,209287,2055,761358,1614370,805199,1135058,549188,839295,100831,5805299,1129562,6934861,3952858,2043895,1198152,19320
475,GUJARAT,Surendranagar,1756268,909917,846351,1093626,643221,450405,10385,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,128,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1683386,1033435,439352,280582,2899
